Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ08,OUT046,1320.795462
NCJ05,OUT018,2316.888458
FDF59,OUT046,2083.904706
NCO05,OUT035,1722.308265
FDW24,OUT018,732.3738282
NCX42,OUT018,2743.82673
NCA53,OUT035,757.7150863
FDI45,OUT019,372.1494143
FDG46,OUT046,2064.271056
FDM20,OUT010,562.6129714
FDW11,OUT010,160.5410235
FDX08,OUT035,2987.147593
NCK17,OUT035,644.8244125
FDK32,OUT018,2349.930332
NCA42,OUT035,2596.061101
DRI01,OUT035,2825.492934
NCL55,OUT049,4196.041625
DRE25,OUT018,1363.395431
FDD14,OUT017,3048.194248
FDB10,OUT046,3947.816382
DRN11,OUT035,2577.633452
FDP38,OUT018,686.9673251
NCA30,OUT017,3089.966983
FDT15,OUT017,3216.333731
NCP55,OUT018,818.316763
FDF12,OUT035,2401.842786
FDM21,OUT018,3995.422193
FDX56,OUT035,3441.526567
FDF10,OUT017,2526.253873
FDT32,OUT045,3065.440152
FDM51,OUT018,1354.316439
NCR50,OUT018,2370.881758
FDI19,OUT049,4018.012922
FDX21,OUT017,1698.223086
FDR31,OUT035,2568.793805
FDY02,OUT013,4062.967784
NCA29,OUT045,3491.44935
NCX17,OUT046,3239.142491
FDM12,OUT045,3091.852951
FDI53,OUT027,3190.698305
NCU30,OUT049,2763.163668
FDC56,OUT027,3061.395987
FDK27,OUT018,1751.272207
NCK18,OUT017,3019.9088
FDB52,OUT019,492.2410595
DRG25,OUT027,4963.565595
FDZ13,OUT049,838.8655025
FDB57,OUT019,646.6497712
FDR40,OUT046,1351.191183
NCO14,OUT019,101.2674646
NCN19,OUT045,3026.401628
FDQ28,OUT019,328.7481457
FDO13,OUT018,2343.813005
FDK48,OUT013,1376.405418
FDU07,OUT018,2307.799227
FDW20,OUT046,2207.112092
FDV12,OUT010,206.3524648
FDH24,OUT013,2496.074454
FDV59,OUT049,3588.234152
FDK57,OUT045,2014.936948
FDL16,OUT027,1148.445903
NCQ17,OUT046,2397.950028
FDJ15,OUT018,3003.088161
FDX24,OUT049,1337.726253
FDT47,OUT046,1654.770422
FDT10,OUT049,921.3839103
FDZ37,OUT018,1308.475681
FDW43,OUT027,6449.395499
DRN36,OUT017,1604.822647
FDJ14,OUT045,1222.829949
FDA32,OUT013,3467.029841
FDJ38,OUT019,498.9726114
FDQ57,OUT017,2218.147579
NCQ41,OUT019,447.4524929
FDG56,OUT049,1033.267882
DRC13,OUT027,3570.771632
FDV55,OUT035,2633.24321
FDQ49,OUT045,2754.5696
FDE29,OUT010,167.4738432
FDR03,OUT013,3536.982071
FDD45,OUT049,1439.818881
FDN38,OUT010,516.5922364
FDT56,OUT046,810.6147151
FDT48,OUT045,3071.201658
FDU03,OUT049,3051.171546
FDC56,OUT010,182.6179926
NCO43,OUT027,2658.456652
FDQ27,OUT017,1893.323307
FDR03,OUT046,3350.413747
DRH23,OUT010,162.0544329
FDG22,OUT045,635.3492669
NCJ42,OUT013,1622.369119
FDR24,OUT046,1313.582711
FDW60,OUT035,2909.116258
FDJ08,OUT013,3178.525226
DRL59,OUT018,756.8532183
FDG60,OUT010,666.8990476
FDW27,OUT017,2194.922895
FDX14,OUT018,1328.727599
FDC20,OUT013,745.5480751
NCS29,OUT018,3886.23857
FDJ56,OUT046,1550.516733
FDB20,OUT019,157.7579413
FDL28,OUT027,6471.440994
FDW01,OUT018,2263.252884
FDL03,OUT046,2732.314805
FDX22,OUT049,3808.019225
FDJ21,OUT035,2735.790453
FDR31,OUT045,2357.430452
FDG21,OUT035,2720.479857
FDS22,OUT027,726.8947939
FDK08,OUT035,1643.704109
FDE17,OUT018,2496.694421
NCN30,OUT017,1596.993542
FDT50,OUT046,1531.187051
NCX42,OUT049,2664.559866
FDJ12,OUT035,3930.882659
NCA18,OUT027,2748.500439
FDP23,OUT019,450.0228972
FDX12,OUT013,3892.310915
FDN40,OUT018,2311.233288
FDV48,OUT035,1328.447095
NCY54,OUT013,2919.576907
FDL16,OUT010,96.51191904
FDR45,OUT018,3211.132229
FDJ52,OUT046,2506.658707
DRG01,OUT017,1373.793036
FDP52,OUT013,3999.80478
FDU58,OUT017,3229.649654
FDL02,OUT045,1618.154622
FDG28,OUT013,4013.776663
FDA19,OUT035,2014.399167
FDW46,OUT027,2097.252262
NCD43,OUT049,1646.056676
DRG39,OUT013,789.841105
NCF55,OUT049,628.836627
FDJ07,OUT046,1901.371903
FDE08,OUT046,2569.909566
FDP56,OUT019,109.284939
FDT45,OUT045,798.7413963
FDF17,OUT018,2918.366309
FDX44,OUT046,1308.088385
FDM28,OUT027,4829.830043
FDI36,OUT049,2886.541737
FDS07,OUT045,1831.026518
FDD36,OUT045,1982.292463
FDW11,OUT046,909.0917212
FDN40,OUT049,2303.369531
NCQ18,OUT049,1617.070382
NCQ54,OUT017,3114.983924
NCS42,OUT045,1466.820812
DRH39,OUT010,172.594177
FDC09,OUT027,2667.245491
FDT08,OUT010,295.1475417
FDC08,OUT035,3858.27958
FDT20,OUT017,602.5763909
FDS35,OUT035,1125.259325
FDX58,OUT018,3015.691091
FDW58,OUT046,1690.844988
DRD27,OUT046,1628.118923
FDH32,OUT019,212.4517748
FDS26,OUT035,4032.337428
FDQ31,OUT046,1398.145798
FDP11,OUT018,2977.364763
FDD58,OUT017,1674.400136
FDM33,OUT045,3521.088458
FDZ16,OUT049,3140.63303
NCS29,OUT010,584.1966629
NCM18,OUT019,158.1949254
FDP11,OUT049,3639.867514
NCC42,OUT017,2109.949594
DRM23,OUT046,2746.722166
NCN55,OUT027,4863.008928
FDK46,OUT013,4515.411281
FDR01,OUT046,3114.27204
NCA05,OUT045,2276.418843
NCP43,OUT017,2825.232011
FDR12,OUT010,343.8381222
FDQ01,OUT013,3680.337804
FDM13,OUT046,2074.020539
FDQ19,OUT017,3943.473951
FDK56,OUT019,561.4256348
NCX06,OUT010,517.6145617
FDO56,OUT027,2780.308703
FDU45,OUT045,1925.27776
FDI16,OUT019,159.4530587
FDL32,OUT046,2122.72158
FDA07,OUT046,1967.542484
FDA14,OUT045,2586.842538
FDV46,OUT027,3675.918786
NCO07,OUT035,3567.520774
NCP41,OUT046,1654.944067
FDY60,OUT018,1727.794929
FDN38,OUT017,3776.175028
FDO15,OUT046,1250.657658
FDT60,OUT013,1996.788073
FDA55,OUT035,3983.475532
FDE02,OUT010,170.8328991
DRJ39,OUT049,3733.310732
FDV34,OUT035,1201.530692
FDS20,OUT027,5165.795327
FDF02,OUT027,2852.241971
FDW40,OUT017,2158.647172
NCB43,OUT046,3165.13206
FDR58,OUT017,1440.1979
DRJ59,OUT035,635.8222901
NCD30,OUT017,1597.2559
FDE14,OUT017,1608.96056
FDC28,OUT018,1551.883623
FDU16,OUT018,1227.085013
NCD19,OUT035,831.0443251
FDU21,OUT046,630.9811255
FDV59,OUT027,5169.238881
FDU03,OUT045,3074.460457
FDC33,OUT010,663.0528307
NCR42,OUT035,528.6512948
DRH59,OUT035,1199.611405
NCM31,OUT035,1950.708579
FDS50,OUT035,3959.547771
FDP39,OUT046,809.9669245
FDQ55,OUT013,2107.223623
FDV36,OUT019,394.0202235
FDI05,OUT027,2201.138583
FDS45,OUT027,2688.935898
FDA39,OUT045,682.0965979
FDC37,OUT010,250.2121226
FDJ60,OUT027,4195.191507
DRQ35,OUT046,1965.027849
NCJ06,OUT046,2096.954889
NCY42,OUT018,2219.94589
DRM37,OUT049,3087.469501
FDR14,OUT045,768.5511552
FDE51,OUT049,679.5435994
FDT33,OUT017,2638.973162
FDR08,OUT013,1867.006465
FDE36,OUT010,316.2438426
FDL22,OUT019,328.668037
FDR44,OUT013,2051.027424
FDI56,OUT019,244.9649457
FDE47,OUT010,281.4376504
FDV27,OUT010,200.0046698
FDV10,OUT049,697.4946259
FDC40,OUT045,1295.60191
NCX41,OUT013,3785.330585
NCQ38,OUT027,2394.829124
FDV12,OUT027,3406.266772
FDE52,OUT017,1345.46784
FDG20,OUT027,4412.210048
FDV16,OUT027,944.400849
FDI32,OUT017,2554.176627
FDJ32,OUT049,859.3687774
FDN39,OUT018,2430.709983
FDY34,OUT017,2945.097462
FDC14,OUT035,660.5002262
FDA55,OUT017,4006.016452
FDZ50,OUT010,445.0366009
DRG13,OUT049,2655.788306
FDP01,OUT013,2336.221437
NCG54,OUT017,2823.061142
FDM13,OUT045,1991.71678
NCO18,OUT027,4585.443523
NCW41,OUT013,2547.13956
FDM52,OUT027,3614.002052
NCF55,OUT035,664.3172263
FDT09,OUT046,2213.84467
NCM19,OUT035,1816.798459
FDW12,OUT018,1923.352099
FDP15,OUT019,541.6234825
FDK36,OUT045,795.0393854
FDZ25,OUT035,3106.025821
NCW06,OUT049,3127.975051
FDW60,OUT046,2903.575005
DRC49,OUT013,2633.219515
NCT17,OUT035,3160.3439
NCN06,OUT018,2364.397781
FDC45,OUT013,2853.722772
DRJ47,OUT019,468.8951144
NCF06,OUT045,4009.751276
FDE21,OUT010,293.0788317
DRG27,OUT013,694.2639071
FDW40,OUT049,2260.040184
NCO53,OUT046,3094.662838
FDE23,OUT049,648.2920418
FDQ16,OUT046,1726.945211
FDS26,OUT045,3753.928871
FDZ13,OUT010,89.37902965
FDS14,OUT049,2272.714234
FDC10,OUT045,1848.565587
FDY16,OUT049,3166.942791
FDJ20,OUT035,1934.907613
FDV43,OUT035,649.9981354
FDZ32,OUT027,2310.22006
FDR23,OUT046,2834.140955
FDN24,OUT035,840.4859693
FDE34,OUT027,5704.34158
FDU31,OUT013,3518.513404
FDW33,OUT018,1536.278316
FDU26,OUT046,1958.324714
FDE20,OUT027,4656.784519
NCW05,OUT035,1900.724044
FDB22,OUT018,2088.67632
FDO56,OUT046,1923.89669
FDA19,OUT027,3795.043457
DRI39,OUT045,877.980293
FDH52,OUT018,845.9402442
FDZ50,OUT035,3296.713493
NCN42,OUT035,2595.011539
FDB53,OUT013,2771.117159
DRG11,OUT017,1730.132615
DRK11,OUT027,4127.378648
FDQ60,OUT017,1924.032642
FDT36,OUT017,540.2950914
DRG25,OUT018,2993.963901
DRJ23,OUT046,3028.146769
FDG05,OUT035,2521.956769
NCK06,OUT018,1903.249529
FDU52,OUT017,2324.604034
FDW07,OUT018,1252.103302
NCM17,OUT045,711.9195275
FDA22,OUT045,2722.881648
NCA41,OUT018,2953.981183
FDF38,OUT035,623.2334752
FDH52,OUT046,924.622662
FDY58,OUT019,540.1249742
FDZ16,OUT045,3137.556389
NCM18,OUT017,1115.996582
FDA22,OUT018,2491.619788
NCJ43,OUT035,2796.920686
FDI34,OUT027,6989.062038
FDG56,OUT046,1112.579378
FDS34,OUT046,1811.058709
DRC01,OUT035,788.7096696
FDQ04,OUT035,690.3555446
FDK04,OUT035,773.9126575
FDT51,OUT049,1750.034326
FDV26,OUT017,3143.603629
FDS04,OUT049,2221.960185
FDW43,OUT018,3021.174596
FDQ28,OUT010,326.5833418
NCK06,OUT017,2057.906727
FDS23,OUT018,2277.334366
FDZ36,OUT019,493.4102443
FDE56,OUT018,905.1428165
FDW10,OUT027,4820.218168
NCN14,OUT045,3082.161247
NCQ18,OUT045,1624.713277
FDW08,OUT017,1703.653164
FDU43,OUT035,4064.232954
FDR33,OUT010,251.9758091
FDM24,OUT010,360.1841321
NCZ05,OUT046,1653.34071
NCV41,OUT035,1911.649726
FDV11,OUT018,2676.428649
NCY05,OUT035,613.9272621
FDV44,OUT018,2955.026657
FDW32,OUT049,1220.198384
NCU18,OUT027,3633.655698
NCC43,OUT035,3943.414439
FDW19,OUT013,1808.763895
FDN31,OUT035,3134.135373
FDI48,OUT045,729.2648004
FDS24,OUT017,1298.217254
FDF46,OUT049,1978.191199
DRG23,OUT017,2332.092275
FDG14,OUT018,2215.9558
NCY30,OUT049,2897.634398
FDO28,OUT018,2013.535276
DRD24,OUT035,2111.217465
FDI33,OUT049,1389.264661
FDN32,OUT046,3194.919433
FDR16,OUT045,4504.175913
FDF26,OUT046,2283.458752
NCN29,OUT018,645.4042774
FDE20,OUT045,3087.038314
FDA46,OUT046,3184.047612
FDU28,OUT045,3023.921522
FDQ48,OUT045,1645.172904
FDV36,OUT013,2243.182208
FDR14,OUT018,672.1945968
FDP23,OUT017,3806.812444
FDP56,OUT013,768.1278155
FDK48,OUT010,170.3741754
FDR48,OUT046,2393.88827
NCY29,OUT049,864.65509
FDM22,OUT018,749.0693018
DRJ01,OUT013,2368.515768
FDZ43,OUT045,3967.893775
FDV03,OUT035,2679.140242
FDX11,OUT027,5013.800775
NCA41,OUT027,5198.283955
FDE38,OUT017,2530.702531
FDI27,OUT018,821.2195138
FDN32,OUT013,3252.904143
NCN43,OUT017,2086.185309
FDB47,OUT027,5662.566146
FDV03,OUT017,2571.745464
NCN30,OUT045,1567.028196
NCV54,OUT010,282.5854802
FDV07,OUT013,1731.395801
FDP07,OUT049,2650.901638
FDK48,OUT018,1032.687946
FDM15,OUT019,260.9116015
FDY19,OUT027,2859.767327
FDK46,OUT046,4436.891686
FDY11,OUT045,985.6063012
FDH09,OUT046,772.0214751
FDO08,OUT027,4314.885658
FDU14,OUT013,4100.153784
FDD22,OUT027,3372.380033
FDM27,OUT017,2687.094069
FDL02,OUT027,2745.169424
NCA17,OUT035,2531.140202
FDE38,OUT019,539.0391279
NCG07,OUT049,3155.175683
DRC27,OUT013,3954.694055
FDA27,OUT035,3791.922483
FDW40,OUT045,2127.277477
DRI11,OUT013,1907.952288
FDN50,OUT046,1510.128253
FDR12,OUT046,2910.68314
FDT34,OUT027,2801.997839
FDW11,OUT035,923.9856258
NCO30,OUT027,5350.001366
FDZ34,OUT017,3289.55754
FDU45,OUT017,2020.180096
NCD42,OUT035,620.549898
FDX25,OUT045,3028.243566
NCR29,OUT046,811.2520289
FDX43,OUT019,388.159296
FDB04,OUT010,200.2514016
FDR49,OUT027,1707.641188
FDS39,OUT018,1636.769084
FDW58,OUT045,1637.080134
FDG22,OUT019,58.83184375
FDG31,OUT017,953.5425306
NCV53,OUT027,6241.251164
DRJ37,OUT035,2459.831154
FDV07,OUT035,1770.166447
FDW52,OUT018,2493.707003
FDT15,OUT045,3202.166414
FDD02,OUT018,1808.364415
FDM16,OUT035,1206.961853
NCE55,OUT046,2692.623101
FDB57,OUT018,2960.56315
FDQ04,OUT013,676.2615862
FDQ47,OUT019,110.6386881
FDY14,OUT019,496.6246696
DRK37,OUT017,3402.852208
FDO25,OUT017,4073.825012
FDL57,OUT046,4444.442175
NCK29,OUT018,2053.785825
FDK46,OUT027,7378.31699
NCB43,OUT010,581.9077918
DRE01,OUT027,7005.937095
FDC46,OUT018,2953.286964
FDQ23,OUT045,1690.445575
FDX38,OUT049,743.2649455
FDG60,OUT018,3180.152546
FDW55,OUT017,4087.563021
FDP39,OUT013,711.0701792
FDB20,OUT018,1187.400074
FDV21,OUT017,2095.329854
FDZ02,OUT013,1523.662047
FDP19,OUT027,3668.785662
FDA38,OUT035,3995.240949
FDH22,OUT045,2062.586181
DRM11,OUT045,4214.832798
FDO12,OUT027,4631.869983
FDT14,OUT049,2124.191228
FDW34,OUT010,535.1464634
FDG04,OUT027,4480.443217
FDW59,OUT018,1228.126745
FDR33,OUT018,1545.743698
FDP32,OUT013,2128.064225
FDL13,OUT027,6020.026411
FDD22,OUT013,1896.844655
FDV40,OUT027,2089.846044
NCD55,OUT046,633.7278961
FDQ20,OUT010,64.05681733
FDD28,OUT045,778.8202505
FDC39,OUT045,3753.234254
NCR17,OUT049,1935.408976
DRO35,OUT018,1708.327086
FDF40,OUT049,3957.4024
FDR31,OUT018,2375.59248
NCQ41,OUT017,3073.902987
FDP38,OUT046,713.0601726
NCU54,OUT027,5632.554054
FDG22,OUT018,421.9740975
DRK59,OUT013,3641.033633
FDC37,OUT046,1717.277464
NCO42,OUT013,2467.183041
NCT42,OUT017,2296.231071
FDX27,OUT035,1534.851804
FDV40,OUT018,947.2205772
FDT45,OUT027,2033.15409
FDS47,OUT019,256.1216864
FDR45,OUT035,4292.103051
FDB03,OUT045,3819.535366
FDO49,OUT035,909.2505857
FDU60,OUT027,4202.24837
FDB26,OUT018,736.1071442
FDB46,OUT017,3424.150055
FDQ37,OUT019,457.7354351
FDN03,OUT017,4290.279754
NCX30,OUT045,4231.447957
FDK32,OUT019,295.98491
DRM47,OUT013,3136.593818
NCO02,OUT046,1267.668592
FDP04,OUT013,962.913247
NCO43,OUT049,1853.473856
FDD59,OUT013,1289.323962
FDQ10,OUT017,2958.056567
FDW45,OUT035,2632.071803
NCK30,OUT049,4256.375333
FDU31,OUT018,2791.335782
NCQ17,OUT019,259.5983936
FDN01,OUT017,2685.938009
FDZ19,OUT049,2781.493278
DRG37,OUT017,2451.419604
FDE32,OUT045,533.285381
FDO34,OUT049,2856.062505
FDM04,OUT019,125.6825233
FDZ25,OUT049,3043.64477
FDU08,OUT049,1603.234331
NCW30,OUT045,4014.644621
NCM18,OUT013,1093.222099
FDS22,OUT035,639.8696357
NCH18,OUT017,4015.588073
FDC23,OUT013,2863.66546
FDY46,OUT013,3095.559792
NCU06,OUT046,4036.361488
FDX57,OUT045,1590.633524
FDX36,OUT027,5526.9015
FDL16,OUT045,817.1608401
FDT16,OUT010,675.8458039
FDN16,OUT018,1417.666006
FDC03,OUT046,3127.65783
DRF60,OUT013,4017.866568
FDS27,OUT027,4914.514989
FDP33,OUT010,704.4804074
FDJ36,OUT018,1392.823653
NCR42,OUT013,535.0370045
FDV14,OUT017,1318.172582
NCP42,OUT035,3104.413933
FDB50,OUT027,1782.972258
NCC30,OUT027,4351.725938
FDA23,OUT018,1494.6983
FDW16,OUT017,1370.93083
FDQ52,OUT010,606.2668957
FDB58,OUT049,2351.829332
NCP29,OUT049,998.2060396
NCM05,OUT045,4535.770527
FDO25,OUT013,3638.789514
NCM54,OUT046,2215.247376
NCL54,OUT046,2992.291089
FDL39,OUT010,480.6926955
FDF53,OUT018,3129.233212
NCQ42,OUT035,2031.399797
FDF58,OUT013,928.5155174
FDZ04,OUT035,1012.059205
FDE26,OUT019,297.971998
FDS60,OUT017,2577.153162
FDV58,OUT017,2974.937429
FDM04,OUT045,791.3246127
FDE08,OUT035,2578.169245
NCB43,OUT049,3168.156366
FDU11,OUT010,356.9524532
FDF22,OUT019,493.1094366
FDE24,OUT013,2257.223003
DRJ49,OUT046,2161.403806
NCQ53,OUT035,4411.484985
NCL41,OUT013,548.4684073
FDR22,OUT013,1749.932289
FDH04,OUT035,1498.379306
DRH15,OUT045,710.9288348
FDY40,OUT049,731.9307206
NCI17,OUT035,1580.18204
NCC18,OUT013,2985.752411
FDY28,OUT027,5393.94564
FDB45,OUT027,2580.370628
NCL30,OUT018,1860.504462
FDM10,OUT017,3570.595377
FDH22,OUT027,3290.007686
NCZ53,OUT017,3151.121242
NCI18,OUT013,3477.612075
FDH14,OUT027,3370.457829
FDR36,OUT027,966.3542823
FDW01,OUT045,2690.458748
FDK02,OUT027,3009.793621
FDJ02,OUT018,2159.255508
FDU55,OUT013,4553.424575
NCV18,OUT027,2688.654737
FDH14,OUT018,1870.174313
FDZ37,OUT045,1339.23908
FDX49,OUT049,3805.367376
NCD43,OUT046,1626.721527
FDZ07,OUT013,1012.226049
FDK43,OUT035,2099.107306
FDR32,OUT018,3223.375995
FDT39,OUT013,2198.540694
NCV54,OUT017,1983.129631
FDF38,OUT018,365.3746401
FDV60,OUT046,3099.615772
FDH44,OUT027,3996.964306
FDS21,OUT046,901.1775611
NCL41,OUT045,569.9420476
FDM46,OUT017,1395.024852
FDU27,OUT045,820.4479878
NCJ54,OUT017,4011.474081
DRG51,OUT018,2640.118507
NCA29,OUT019,346.0304667
FDR47,OUT045,3049.865643
NCL19,OUT027,3076.929011
DRG01,OUT049,1274.099603
FDG10,OUT046,754.7452598
NCV05,OUT049,2419.029588
NCH18,OUT019,543.1766437
FDV14,OUT018,1267.582721
DRJ23,OUT035,3119.099721
DRJ11,OUT046,3178.293509
FDZ03,OUT017,3170.249223
FDI27,OUT010,81.65620266
FDJ14,OUT018,1220.602144
FDU32,OUT017,2051.205646
FDD47,OUT027,3929.903964
DRF36,OUT035,3185.477862
FDM21,OUT046,4196.208161
FDV10,OUT018,427.572616
FDH60,OUT018,2978.734003
FDX47,OUT010,327.2785615
FDT19,OUT019,333.0457286
FDO11,OUT045,4410.985009
FDH24,OUT027,4240.609334
FDL02,OUT018,1400.073653
FDB02,OUT049,2868.999948
FDA43,OUT046,3130.325811
FDG52,OUT045,720.960681
DRC12,OUT013,3065.979144
FDY37,OUT018,1824.810251
NCU18,OUT045,2093.922401
FDU09,OUT035,797.8616826
DRJ25,OUT027,1646.793261
DRE12,OUT018,2060.274801
DRL47,OUT017,2013.816912
DRK01,OUT046,1573.15671
FDC22,OUT019,459.838654
FDG44,OUT013,885.9343749
FDW04,OUT035,1967.983802
FDK09,OUT049,3728.064116
NCN43,OUT035,2068.843874
FDG04,OUT049,3083.167794
FDH32,OUT010,195.2623221
DRI47,OUT017,2591.084915
DRE15,OUT013,1099.755427
FDY11,OUT035,1077.36392
FDO60,OUT049,657.0097822
FDQ20,OUT018,409.6181535
FDO57,OUT027,3951.042484
FDT14,OUT019,301.4431081
FDA57,OUT049,661.8484504
DRN35,OUT017,662.0737506
FDJ03,OUT046,736.1375972
FDX28,OUT017,1708.246002
DRE25,OUT045,1447.646609
FDR09,OUT046,3920.768457
FDB23,OUT035,3817.180688
FDO08,OUT045,2515.139675
FDQ23,OUT049,1697.507411
FDW04,OUT013,2025.850192
DRK13,OUT010,510.4570853
NCL17,OUT027,3220.592079
FDY21,OUT035,3224.178439
FDJ38,OUT027,4314.069534
FDA37,OUT019,296.0036312
FDV43,OUT013,640.3310463
FDL36,OUT046,1549.950287
FDD53,OUT045,639.5345076
FDZ19,OUT010,432.376753
FDV21,OUT045,2066.295021
NCL54,OUT018,3124.363614
DRI47,OUT027,3863.118774
DRG03,OUT049,2700.897259
FDG21,OUT013,2671.515507
FDW03,OUT018,1618.154388
NCI55,OUT046,2283.906284
DRC36,OUT019,426.6840969
FDH22,OUT017,2054.262891
FDV20,OUT045,2027.433511
NCU41,OUT027,5032.020815
FDN46,OUT027,2632.990965
FDK50,OUT045,2657.473288
NCA05,OUT027,3704.411974
DRH01,OUT018,2771.680779
FDT08,OUT018,2372.955503
FDM08,OUT018,3200.946907
FDZ07,OUT035,1124.304623
FDS22,OUT017,778.5705606
FDV35,OUT027,3390.565739
FDI28,OUT010,163.4665168
FDW58,OUT027,2498.50613
FDT52,OUT045,4045.502645
FDY34,OUT046,2643.235774
FDR10,OUT046,2699.505671
FDK57,OUT017,2041.309604
FDR02,OUT027,2776.446016
FDX49,OUT046,3715.850656
FDQ20,OUT046,670.0991524
DRK23,OUT045,4435.522809
NCW06,OUT046,3122.411183
FDR31,OUT017,2477.512025
NCE43,OUT013,2824.055936
DRO59,OUT027,2575.636726
FDN09,OUT049,4090.36296
FDR11,OUT046,2496.483872
FDO57,OUT013,2457.329622
NCX18,OUT017,3064.898197
FDB05,OUT018,3361.818377
FDQ08,OUT018,818.5225286
NCG43,OUT035,1524.027367
FDJ56,OUT013,1578.669193
FDA13,OUT010,101.9197903
FDO56,OUT017,1857.812039
FDB37,OUT018,3435.884653
FDZ02,OUT018,1443.938814
FDQ24,OUT046,4192.753877
FDM16,OUT013,1152.110604
FDU35,OUT049,1605.951298
FDT35,OUT035,2863.616802
NCX30,OUT049,4011.771231
FDG04,OUT017,3070.069855
FDI12,OUT035,1342.883732
FDE35,OUT035,888.7449809
NCP14,OUT027,2631.060178
NCY53,OUT045,1638.640329
FDP49,OUT017,831.9484222
FDQ04,OUT017,693.6543355
FDM39,OUT035,2940.238113
FDO58,OUT019,400.4075178
FDC56,OUT017,2062.828643
NCQ54,OUT046,2980.885377
FDV10,OUT027,909.0899987
NCK17,OUT046,645.5392135
NCF55,OUT027,906.7283422
FDV33,OUT013,4430.406446
NCH29,OUT019,262.4192722
FDA37,OUT027,3687.296012
FDH46,OUT018,1552.942181
FDS25,OUT035,1799.587102
FDH04,OUT027,2473.056579
FDX52,OUT046,3116.539722
NCD42,OUT017,620.5439808
FDW47,OUT017,2103.232187
FDL25,OUT027,2829.4549
NCJ06,OUT010,233.9195397
FDY09,OUT013,2906.684296
FDS40,OUT046,631.5789357
FDH41,OUT017,3376.665711
FDG38,OUT035,1345.386754
FDU03,OUT027,4933.121252
FDV20,OUT046,2062.969231
DRB13,OUT045,2986.298168
NCQ30,OUT013,1984.851584
NCH06,OUT013,3839.057911
FDU50,OUT018,1984.430783
NCO42,OUT019,309.0579084
FDW09,OUT018,1056.521029
FDH04,OUT013,1369.453142
FDC21,OUT045,1739.295316
FDL21,OUT049,648.125602
FDM46,OUT010,256.3676932
FDT22,OUT019,202.2911173
FDB28,OUT035,2947.923547
FDI12,OUT018,1293.472186
FDA28,OUT045,2014.848744
FDF59,OUT013,2080.283768
FDM45,OUT027,3001.700347
FDQ56,OUT017,1537.092679
FDR46,OUT049,2650.40032
FDT01,OUT013,3153.428789
FDD16,OUT027,2381.077931
NCU30,OUT010,304.5650802
FDM40,OUT010,457.4417794
FDI56,OUT035,1484.114178
NCS30,OUT013,1973.671531
FDU08,OUT017,1610.442199
FDX51,OUT027,5996.282107
FDA43,OUT045,3065.388561
FDX59,OUT010,89.57798583
FDC37,OUT018,1383.224143
FDP58,OUT013,3533.325733
NCY42,OUT035,1975.045615
FDF21,OUT018,2952.725889
FDU10,OUT027,939.9652045
DRL47,OUT018,1820.807716
FDA58,OUT018,3490.88058
FDJ22,OUT049,3102.676346
FDK50,OUT046,2526.892327
FDO38,OUT035,1300.016093
DRF60,OUT035,4069.191707
NCZ42,OUT019,488.8786295
FDD35,OUT049,2019.036334
FDL25,OUT045,1437.330978
FDJ16,OUT013,823.9886745
DRK59,OUT049,3714.496385
FDI50,OUT046,4005.04962
NCB19,OUT045,1508.483372
DRI37,OUT035,1015.756766
FDA14,OUT027,3788.001339
FDC08,OUT018,3367.292219
FDS45,OUT046,2053.870755
FDI21,OUT049,1190.202625
DRJ47,OUT035,2761.036668
DRE37,OUT027,4837.267504
FDT55,OUT018,2398.584085
NCG42,OUT027,3573.391301
FDA31,OUT049,2898.457935
NCW42,OUT046,3591.092026
FDF50,OUT017,3175.496736
FDK56,OUT049,3209.799383
FDX10,OUT035,589.1354409
NCK07,OUT027,4075.362147
FDZ49,OUT017,3693.631267
FDR33,OUT013,1741.037291
FDO44,OUT018,1274.779214
FDA20,OUT046,3402.477963
NCL30,OUT045,2016.529007
FDI05,OUT019,187.9044284
FDQ12,OUT018,3203.970977
FDH47,OUT017,1627.82634
FDH34,OUT018,2964.746223
FDF29,OUT046,2230.633839
FDG40,OUT018,382.5076464
NCE18,OUT017,4268.379533
FDP21,OUT010,422.029362
FDY50,OUT013,1547.086936
FDB36,OUT049,2223.267949
NCZ29,OUT049,2079.487475
FDU20,OUT018,1873.104707
FDO56,OUT013,1861.441473
FDW31,OUT049,2840.309857
DRH59,OUT013,1111.874448
NCB30,OUT017,3011.262414
FDK43,OUT027,3135.781364
FDW43,OUT045,3971.647118
NCL19,OUT017,2308.133023
FDJ27,OUT046,1570.977824
FDC45,OUT046,2740.152362
FDY40,OUT035,730.2392647
NCM41,OUT035,1487.284719
NCK18,OUT019,579.3415001
FDP37,OUT049,2154.81164
FDA27,OUT027,5935.347482
NCX30,OUT035,4008.124115
FDR09,OUT017,4061.202765
FDG08,OUT027,4981.953346
NCU30,OUT013,2572.498774
FDB16,OUT017,1324.460028
FDM16,OUT017,1282.270507
FDC48,OUT013,1324.463641
NCF18,OUT046,3089.913235
FDU46,OUT018,1366.243062
FDH41,OUT018,2766.441715
NCN42,OUT010,312.2211591
FDU49,OUT046,1437.155339
FDB20,OUT027,2757.585892
FDG50,OUT019,235.2877612
